Difficulty	Song Name	Link	Primary Color	Secondary Color	Total Notes	Last Note Time	Fever Fill	Fever Time	Long Notes
26	GoodLove (Hard) by Maliboux	/scl/fi/nb9uzxdirf4rhq60y358s/GoodLove-Hard-by-Maliboux.txt?rlkey=c840vlfy7bbc55l4n52f8uht5&dl=1	Vibe	Chill	1735	129.157	411	19.373550	501
26	Make Me Crazy (Hard) by UNDEAD CORPORATION	/scl/fi/3ic22awhxtik7if4q096h/Make-Me-Crazy-Hard-by-UNDEAD-CORPORATION.txt?rlkey=d45hgtgdgv6pkuqar9c4v9g8u&dl=1	Vibe	Beat	1347	94.850	379	14.227500	211
26	Melodies With You (Hard) by Ponchi feat.GUMI [MisoilePunch]	/scl/fi/dd81qrkhtddaz3k7rw41q/Melodies-With-You-Hard-by-Ponchi-feat.GUMI-MisoilePunch.txt?rlkey=mhsqui39xpr0jrtx8s57k91wz&dl=1	Beat	Vibe	2075	159.603	610	23.940450	245
26	PLAZMA (Hard) by brz1128	/scl/fi/2okhh8oeu4m9eatwljquv/PLAZMA-Hard-by-brz1128.txt?rlkey=3hk74pjd9cj7k5fnlib09smxs&dl=1	Vibe	Flow	1460	145.406	476	21.810900	33
26	The first snowfall on my secret base (Hard) by Chroma	/scl/fi/quu6j4q3i09751vklr6gz/The-first-snowfall-on-my-secret-base-Hard-by-Chroma.txt?rlkey=ekvfj8oroc77l2exh8pxy5j13&dl=1	Chill	Vibe	1996	173.104	519	25.965600	440
26	Charge (Hard) by Bossfight	/scl/fi/rooklkgt3x1vdm0y2ae1y/Charge-Hard-by-Bossfight.txt?rlkey=8tmtk57xud5qajh0nzj6at3t8&dl=1	Rush	Flow	2184	186.736	571	28.010400	471
26	Be Right There (Game Edit) (Hard) by Reku Mochizuki	/scl/fi/wo6t6c8lsl24t9gak7v35/Be-Right-There-Game-Edit-Hard-by-Reku-Mochizuki.txt?rlkey=azbb0uxn3gay285xcny2tkryp&dl=1	Rush	Rush	1616	154.363	461	23.154450	232
26	Deadlocked (Classic Version) [EXTENDED CUT] (Hard) by F-777	/scl/fi/gl5p4q2u1pt8wgbzqp161/Deadlocked-Classic-Version-EXTENDED-CUT-Hard-by-F-777.txt?rlkey=t0eqc2czrcq4ih1rhtthot64f&dl=1	Rush	Beat	2821	200.894	667	30.134100	818
26	Dubstepah (Classic Version) [EXTENDED CUT] (Hard) by F-777	/scl/fi/hhaj9ftrh3rwintoa0sec/Dubstepah-Classic-Version-EXTENDED-CUT-Hard-by-F-777.txt?rlkey=83tpg4z5lczmz5u48vmq6je7k&dl=1	Rush	Flow	1500	108.040	281	16.206000	658
26	Helium (Hard) by keisei (feat. Hatsune Miku)	/scl/fi/9ogaeg8x8gxa0ipamtebz/Helium-Hard-by-keisei-feat.-Hatsune-Miku.txt?rlkey=3hia5izyrillwrwxpoi3xnwpk&dl=1	Chill	Flow	1679	151.050	438	22.657500	366
26	I Was Watching Your Back (Hard) by keisei (feat. MEIKO)	/scl/fi/ofqyoii5vzpkxhqv8zb44/I-Was-Watching-Your-Back-Hard-by-keisei-feat.-MEIKO.txt?rlkey=7ovjfxw3otfs8ttxvvudnxt0q&dl=1	Rush	Flow	1541	156.811	455	23.521650	175
26	Symetry (Hard) by God's Warrior & Kanro	/scl/fi/leu3ypmb091ipnenmcoou/Symetry-Hard-by-God-s-Warrior-Kanro.txt?rlkey=lv0mm8cuox0ko693m1a935bf7&dl=1	Rush	Rush	1608	135.980	396	20.397000	419
26	Daybreaker (Hard) by EmoCosine	/scl/fi/ubcfhfifooljkppwzx55y/Daybreaker-Hard-by-EmoCosine.txt?rlkey=96zuu55x8cdhhkitnvhdmih3n&dl=1	Vibe	Vibe	1181	115.041	351	17.256150	128
26	Funtown USA (Hard) by tv room	/scl/fi/ywjzsjxoyq2f9mpasicrd/Funtown-USA-Hard-by-tv-room.txt?rlkey=u3uxjl7og6x9lf489zw8sgujj&dl=1	Chill	Vibe	1154	115.031	312	17.254650	219
26	mellow at 3 a.m. (Hard) by keisei (feat. Hatsune Miku)	/scl/fi/3e9paustvwxuh4ogz3vf5/mellow-at-3-a.m.-Hard-by-keisei-feat.-Hatsune-Miku.txt?rlkey=d0tp1qa026rke9dlpeseu2ud6&dl=1	Chill	Flow	2062	165.840	561	24.876000	379
25	Mopemope (Hard) by LeaF (7eaF)	/scl/fi/kl7v6lfe2u0cgga6vgp5k/Mopemope-Hard-by-LeaF-7eaF.txt?rlkey=i2xtfi0ctfaf6tris499ht7ou&dl=1	Beat	Beat	1124	109.975	322	16.496250	159
25	Take The Long Way Home (Hard) by RiraN feat. core mc	/scl/fi/fjuov9p6ipzqhwjomue57/Take-The-Long-Way-Home-Hard-by-RiraN-feat.-core-mc.txt?rlkey=1jhvaoidrfxvvva44ix7urj8w&dl=1	Vibe	Flow	1412	135.778	369	20.366700	305
26	Roses & Ribbons (Hard) by Synthion & Nila	/scl/fi/wuzntp7o8z1enwyhi26o9/Roses-Ribbons-Hard-by-Synthion-Nila.txt?rlkey=nate030nrn1zvuk7p492p66sl&dl=1	Chill	Beat	1786	182.774	499	27.416100	290
25	[@_@] (Hard) by Chroma	/scl/fi/2fhlx2d0bhzsm5a1m4l73/_-Hard-by-Chroma.txt?rlkey=78y5uv2xbgyggri18d799jnes&dl=1	Chill	Beat	886	101.012	291	15.151800	13
25	dreamless wanderer (Hard) by Camellia	/scl/fi/8a94m90xed6vr6oiavkqk/dreamless-wanderer-Hard-by-Camellia.txt?rlkey=3ihzhd6ixu8n1lj0gu693erq0&dl=1	Beat	Beat	1910	178.771	537	26.815650	299
25	Spooky time (Hard) by Rutra	/scl/fi/axf62dh3qz6eddfontom3/Spooky-time-Hard-by-Rutra.txt?rlkey=jo242rq141n0pm4e5pgm1vb14&dl=1	Beat	Chill	1437	149.197	324	22.379550	466
25	This Future (we didn't expect) (Hard) by Camellia	/scl/fi/v1o9tebf7gbk5scqs4fuh/This-Future-we-didn-t-expect-Hard-by-Camellia.txt?rlkey=cjbfkf50kc4yagl6q0palxcr5&dl=1	Flow	Rush	991	96.493	291	14.473950	118
25	Winning Smile (Hard) by BSlick	/scl/fi/5qkmt0o273s3ay0j1h781/Winning-Smile-Hard-by-BSlick.txt?rlkey=8zjvq8ib5ifsoib7n99g6xryp&dl=1	Rush	Vibe	969	90.640	301	13.596000	66
25	Subsonic Blast (Hard) by EntityEnginuity	/scl/fi/q0t8lzl6gorcwy7z17gta/Subsonic-Blast-Hard-by-EntityEnginuity.txt?rlkey=3xzksuz06aoh0es8o3vydwkzf&dl=1	Chill	Flow	1680	151.117	411	22.667550	446
25	Aura (Hard) by Creo	/scl/fi/cmkzac9xzioqsa8aeutwd/Aura-Hard-by-Creo.txt?rlkey=s7qw72dvyh1smys6f1s8nu5rn&dl=1	Beat	Rush	1262	161.278	331	24.191700	271
25	Awaken (Hard) by Creo	/scl/fi/5m22btltsr8vbz6mvovfg/Awaken-Hard-by-Creo.txt?rlkey=wtyjwtl2sgx12ls3c5250fz1j&dl=1	Chill	Rush	1456	157.697	437	23.654550	144
25	Crazy Magic (Hard) by NAMI with Shigex2 & S/N [Nash Music Library]	/scl/fi/h764djw79y175io013y2n/Crazy-Magic-Hard-by-NAMI-with-Shigex2-SN-Nash-Music-Library.txt?rlkey=cjc2auykt9xohfjw2cmympyw5&dl=1	Beat	Chill	2202	160.127	619	24.019050	345
25	Travels (Hard) by EntityEnginuity	/scl/fi/qyivh8q1gjqmz2fyhqckh/Travels-Hard-by-EntityEnginuity.txt?rlkey=kringyjf6qbb2gitje6pkpbh2&dl=1	Rush	Chill	1510	146.904	416	22.035600	262
25	Insight (Egg Yolk Remix) (Hard) by Haywyre (Remixed by Egg Yolk)	/scl/fi/40r6xjrsv00eppk98wa0m/Insight-Egg-Yolk-Remix-Hard-by-Haywyre-Remixed-by-Egg-Yolk.txt?rlkey=0p0ua2rbymj1dxa7gsdcp542r&dl=1	Vibe	Chill	1084	120.090	320	18.013500	126
25	Reaction (Hard) by James Landino feat. Slyleaf	/scl/fi/9ypwtyn0wpp8obd4yqd0h/Reaction-Hard-by-James-Landino-feat.-Slyleaf.txt?rlkey=2npuntzeg015uz4hyty7oo9fn&dl=1	Vibe	Chill	1269	116.255	294	17.438250	388
25	9876734123 (Hard) by Silentroom	/scl/fi/cjcbufopygeqolzt865sa/9876734123-Hard-by-Silentroom.txt?rlkey=aaua7t6jffnedx2ysqh7wwdxv&dl=1	Chill	Rush	1442	122.268	434	18.340200	140
25	Birds of Plague (Hard) by ARForest	/scl/fi/u6pnk6a1ru59vgr4lqwpw/Birds-of-Plague-Hard-by-ARForest.txt?rlkey=64cgtiln8vq04eixz4d901q4b&dl=1	Flow	Flow	1468	153.611	470	23.041650	59
25	The Memory Of Summer [EXTENDED CUT] (Hard) by RiraN feat. Ai Ohsera	/scl/fi/ib72fr5cmxhcwmo0i6nbx/The-Memory-Of-Summer-EXTENDED-CUT-Hard-by-RiraN-feat.-Ai-Ohsera.txt?rlkey=8qb67neynm0zgt5zldtsp96y7&dl=1	Flow	Flow	2260	223.980	687	33.597000	199
25	Thorns (Hard) by Kawai Sprite	/scl/fi/4fbdt0uil07slqzk9fgcb/Thorns-Hard-by-Kawai-Sprite.txt?rlkey=pl2c319ftrent7kcy5vpfx2vr&dl=1	Vibe	Beat	1261	101.654	340	15.248100	240
25	Going Back (Hard) by garlagan	/scl/fi/k37z2crkfcop7dryzi2so/Going-Back-Hard-by-garlagan.txt?rlkey=ky9f0qbi4meysd10jygrkeyss&dl=1	Rush	Vibe	1700	153.751	394	23.062650	518
25	URBAN CELERY (Hard) by matthieumusic	/scl/fi/dm5h7dokljfdwywr2xzy2/URBAN-CELERY-Hard-by-matthieumusic.txt?rlkey=fvmqrz1d2amg2k5m8ciixyq60&dl=1	Vibe	Vibe	1733	176.370	535	26.455500	128
25	(The) Red * Room (Hard) by Camellia	/scl/fi/0t2964bi0set595ckwott/The-Red-Room-Hard-by-Camellia.txt?rlkey=7jdveosi4bk25x9hd7x7dh1ar&dl=1	Rush	Flow	1378	129.344	391	19.401600	204
25	Alive (Hard) by Rutra X KepoWorld	/scl/fi/0ktpg3kxsqe4oki9w5q0k/Alive-Hard-by-Rutra-X-KepoWorld.txt?rlkey=d49grxc32043wknjb2t8u6xv3&dl=1	Flow	Flow	1426	157.500	362	23.625000	339
25	God ASK (Hard) by naruto2413 (feat. Aya Mashiro)	/scl/fi/sh0ve58s7xglfgt9f9y28/God-ASK-Hard-by-naruto2413-feat.-Aya-Mashiro.txt?rlkey=y5hmtq2jtovg9tzkphfu7ru53&dl=1	Beat	Rush	1658	128.804	476	19.320600	230
25	if i could return in the 90s (Hard) by naruto2413 (feat. Aya Majiro)	/scl/fi/p8oiopuc9mw883a30536g/if-i-could-return-in-the-90s-Hard-by-naruto2413-feat.-Aya-Majiro.txt?rlkey=36em16p7p1bv5sm9szh2qiies&dl=1	Beat	Vibe	1736	150.173	525	22.525950	161
25	The Best of Creo Vol. 2 [EXTENDED CUT] (Hard) by Creo (Arranged by ZirconEscalus)	/scl/fi/b3sus6qfpypnufmnwom3y/The-Best-of-Creo-Vol.-2-EXTENDED-CUT-Hard-by-Creo-Arranged-by-ZirconEscalus.txt?rlkey=wjdppjoilqzc3xni9gn0qxl11&dl=1	Chill	Chill	3205	310.903	849	46.635450	656
25	Spellbound (Hard) by James Landino	/scl/fi/exzowpl53hjb29669lc1o/Spellbound-Hard-by-James-Landino.txt?rlkey=v2tkdvyaby1hpy5ian9v3v07l&dl=1	Chill	Chill	1403	123.004	352	18.450600	347
25	Shaolin Warrior (Hard) by F-777	/scl/fi/z042tbvf5l16vck53p0hz/Shaolin-Warrior-Hard-by-F-777.txt?rlkey=w8gmmn3hjis45udo4qjzi2x1s&dl=1	Rush	Rush	1687	136.000	434	20.400000	386
25	Kool Kontact (Hard) by Glorious Black Belts [Just Dance]	/scl/fi/55bzm18uhgglwwzp81x4d/Kool-Kontact-Hard-by-Glorious-Black-Belts-Just-Dance.txt?rlkey=i4ghh3v84n040y4sorygg6ox3&dl=1	Flow	Flow	1636	155.947	462	23.392050	249
25	Stars (Hard) by James Landino	/scl/fi/kczp8k1ave79t40ctkhb3/Stars-Hard-by-James-Landino.txt?rlkey=3uhxmfz9wg6a8j6xo44t7wh8h&dl=1	Chill	Chill	2033	187.210	522	28.081500	467
25	Swinging 60's Workout (Intense Mix) (Hard) by Just Sweat [Just Dance]	/scl/fi/nfrmklxiwr3z4j8y1fxbb/Swinging-60-s-Workout-Intense-Mix-Hard-by-Just-Sweat-Just-Dance.txt?rlkey=561dwg209ltz4gih8ezbua8qd&dl=1	Beat	Beat	1108	88.804	322	13.320600	142
25	Yameen Yasar (Hard) by DJ Absi [Just Dance]	/scl/fi/1lv8bqmhdtzd180mnz28g/Yameen-Yasar-Hard-by-DJ-Absi-Just-Dance.txt?rlkey=js59b461yt2lm9krxbdsmzhwv&dl=1	Beat	Beat	2438	198.387	689	29.758050	371
25	Dance Of The Sugarplum Fairy (The Nutcracker and the Four Realms Remix) (Hard) by Tchaikovsky (Remixed by Riwall Harjay)	/scl/fi/rcxjfm2l6kpx7y3gxv3sy/Dance-Of-The-Sugarplum-Fairy-The-Nutcracker-and-the-Four-Realms-Remix-Hard-by-Tchaikovsky-Remixed-by-Riwall-Harjay.txt?rlkey=gx0e9n6325fty35m4qf3ozbr8&dl=1	Flow	Flow	2513	187.167	551	28.075050	859
25	Branch Blitz (Hard) by EJ's Studio [Tower Heroes]	/scl/fi/eaeqc0r1nxy108u5dcjrm/Branch-Blitz-Hard-by-EJ-s-Studio-Tower-Heroes.txt?rlkey=h855jbg0gtubkffmsv338dkq5&dl=1	Rush	Vibe	1365	132.257	444	19.838550	34
25	Delight Me (Hard) by Slynk feat. Q'Aila	/scl/fi/y2q3zo00cddofsfpnlodu/Delight-Me-Hard-by-Slynk-feat.-Q-Aila.txt?rlkey=jn8ar2mxux16vrzai55ry4m53&dl=1	Vibe	Chill	1571	138.813	446	20.821950	234
25	Get Busy (Hard) by Slynk & WBBL	/scl/fi/222h1nihjxdigpn8kfojv/Get-Busy-Hard-by-Slynk-WBBL.txt?rlkey=3q9ryykhg0819f79kc4ltbm8f&dl=1	Flow	Beat	1821	183.020	517	27.453000	271
25	Keep The Party Jumping (Hard) by Slynk & Mr Stabalina	/scl/fi/4av9qr55llvyppf19a6ts/Keep-The-Party-Jumping-Hard-by-Slynk-Mr-Stabalina.txt?rlkey=a3odc2mkf34jwfrnk6xiz2lb7&dl=1	Beat	Rush	1810	149.819	463	22.472850	420
25	welcome to christmas! (Hard) by nekodex	/scl/fi/dzsxx5tvl1a8dtgwlgmqn/welcome-to-christmas-Hard-by-nekodex.txt?rlkey=yv3deqivmsffl1ld07tpr5t40&dl=1	Flow	Flow	1488	144.405	437	21.660750	176
25	Electroman Adventures V2 (Hard) by Waterflame	/scl/fi/4jf43eunt0nv2anc18d68/Electroman-Adventures-V2-Hard-by-Waterflame.txt?rlkey=wxix8dt4jvdjpyvv9zk0mrr9i&dl=1	Rush	Chill	1818	139.272	517	20.890800	267
25	Final Battle [EXTENDED CUT] (Hard) by Waterflame	/scl/fi/6pqpb9v2977yj5hk2jk9i/Final-Battle-EXTENDED-CUT-Hard-by-Waterflame.txt?rlkey=hbhho5u8hlcs90vpduxqn4yl6&dl=1	Beat	Rush	3321	318.377	990	47.756550	349
25	Jelly (Hard) by Hyper Potions & MYLK	/scl/fi/k5imp1nlyq2ycnwmsed2w/Jelly-Hard-by-Hyper-Potions-MYLK.txt?rlkey=60nc91gk7e3nyx17mvyqompqt&dl=1	Chill	Vibe	1913	168.557	531	25.283550	320
25	Maboroshi (Hard) by Hyper Potions, Synthion & MYLK	/scl/fi/zwe336rowy83qv5vrjk3l/Maboroshi-Hard-by-Hyper-Potions-Synthion-MYLK.txt?rlkey=06mbjwp9oo68ssg6csuyoaern&dl=1	Flow	Chill	1403	118.698	351	17.804700	351
25	Sky Gazer (Hard) by ARForest	/scl/fi/i06xfsb0pdqouynp21qx2/Sky-Gazer-Hard-by-ARForest.txt?rlkey=fx5acr66f4tu2h2ogn1szn34r&dl=1	Chill	Beat	1659	134.151	419	20.122650	402
25	Surf (Hard) by Hyper Potions	/scl/fi/696rak05uicfbsbxqzvqo/Surf-Hard-by-Hyper-Potions.txt?rlkey=f7li8u1igtopyxjl7q83yy1mo&dl=1	Vibe	Vibe	1207	111.974	316	16.796100	260
25	Who Knows (Hard) by garlagan	/scl/fi/hvk5xl2yd755i959fc4qc/Who-Knows-Hard-by-garlagan.txt?rlkey=dd1re1qif480hfsvysh2lz48k&dl=1	Vibe	Flow	1692	170.452	460	25.567800	311
25	Deja Reve (Hard) by GG Magree [Monstercat]	/scl/fi/ss5za2y0k63vgwpvcz3zw/Deja-Reve-Hard-by-GG-Magree-Monstercat.txt?rlkey=1vgv3rcpju10jmpq071jx2kib&dl=1	Flow	Flow	1550	153.499	407	23.024850	330
25	Howlin' Pumpkin (Hard) by brz1128	/scl/fi/5hk6i9zx5cvqk4qipm40g/Howlin-Pumpkin-Hard-by-brz1128.txt?rlkey=wsywm2zwy1gff4w0tqkg79566&dl=1	Vibe	Beat	1607	140.351	451	21.052650	253
25	Fairy Dance (Hard) by UNDEAD CORPORATION	/scl/fi/lntm0kp1jzzm0y6t8yyyx/Fairy-Dance-Hard-by-UNDEAD-CORPORATION.txt?rlkey=c1146x72l31tat1h7yn9tmucm&dl=1	Vibe	Rush	1858	175.722	568	26.358300	153
25	Lights Out (Hard) by Maliboux	/scl/fi/mrjy6cl4fyekkl0o5u0db/Lights-Out-Hard-by-Maliboux.txt?rlkey=f67atsao73yc3p27tdjkbny4u&dl=1	Beat	Chill	1855	149.969	476	22.495350	428
25	Sad Dream (Hard) by UNDEAD CORPORATION	/scl/fi/y0ys9nfan4hua0qxwm7kq/Sad-Dream-Hard-by-UNDEAD-CORPORATION.txt?rlkey=0rdwtrzson3b8orgjac50fvyp&dl=1	Chill	Flow	1956	154.610	586	23.191500	199
25	If The Sun Went Out (Hard) by tv room	/scl/fi/pjr0ypogol5mf5xjj7sgo/If-The-Sun-Went-Out-Hard-by-tv-room.txt?rlkey=s8t2r3rau1gtlbpx8rfszr0k1&dl=1	Flow	Beat	1144	110.269	287	16.540350	283
25	cheatreal (Hard) by t+pazolite	/scl/fi/0icr7dlffxcvxn4ak2mo5/cheatreal-Hard-by-t-pazolite.txt?rlkey=dze2rac4csdfxb9psxi22bzmo&dl=1	Beat	Flow	2412	158.135	598	23.720250	619
25	Grimoire of Blue (Hard) by Team Grimoire	/scl/fi/gbquljeg21o3juseflqh4/Grimoire-of-Blue-Hard-by-Team-Grimoire.txt?rlkey=a2q5n45xn7pm828k9aa3ji62k&dl=1	Chill	Chill	1405	152.086	464	22.812900	12
25	In My Heart (Hard) by Silentroom	/scl/fi/348y8wp6riqaciyag3lds/In-My-Heart-Hard-by-Silentroom.txt?rlkey=34ejeykzkmii1kymp5tm7n6zb&dl=1	Chill	Chill	1813	158.370	425	23.755500	539
25	Untitled Soul (Hard) by HyuN feat. rerone	/scl/fi/xsnt1x7yaa1lmbfcuhnjg/Untitled-Soul-Hard-by-HyuN-feat.-rerone.txt?rlkey=bat36wqxol6xbscul13qs620b&dl=1	Vibe	Beat	1534	133.234	447	19.985100	192
25	A City That Rejoices In Love (Hard) by Chroma	/scl/fi/eszexhrbuj6nfohxoleks/A-City-That-Rejoices-In-Love-Hard-by-Chroma.txt?rlkey=sepyqgzbtr8l5v0387g18e9kw&dl=1	Flow	Vibe	2184	196.860	527	29.529000	603
25	Comet (Hard) by Synthion	/scl/fi/vtdzkzoiqjhop1fks3chy/Comet-Hard-by-Synthion.txt?rlkey=sq48ikodq9ivl6srpxbnrwwst&dl=1	Vibe	Rush	1325	113.171	310	16.975650	396
25	Burn (Hard) by iGottic [No Scope Arcade]	/scl/fi/w3pulmtmqhc68c0yhl4v6/Burn-Hard-by-iGottic-No-Scope-Arcade.txt?rlkey=lav603vtsh1nkomeiqitwv5dd&dl=1	Rush	Rush	1496	129.142	411	19.371300	262
25	Hype & Love (Hard) by Halv	/scl/fi/14hobiu7ooyppxxoguip5/Hype-Love-Hard-by-Halv.txt?rlkey=hdf5u5dedbo1imsvf9wvin2mz&dl=1	Flow	Beat	1496	147.557	412	22.133550	261
25	Step to Sky (Hard) by EmoCosine	/scl/fi/c7rnd5u6gt40spd6y258j/Step-to-Sky-Hard-by-EmoCosine.txt?rlkey=7zagm6vw88fwctfjx5bte7tcb&dl=1	Chill	Flow	1555	142.700	471	21.405000	141
25	Tokyo (Hard) by Kanro	/scl/fi/yrrffgbg9wfvl727dwnch/Tokyo-Hard-by-Kanro.txt?rlkey=m8wmynqjk0svs3cpj98re6q8n&dl=1	Flow	Rush	1315	141.518	364	21.227700	223
25	mhnmtbr (Hard) by keisei (feat. Hatsune Miku)	/scl/fi/hrn07gzuvbfb63snjo2k7/mhnmtbr-Hard-by-keisei-feat.-Hatsune-Miku.txt?rlkey=pmdu44l45q0tzm0zu2rutebm5&dl=1	Chill	Flow	1046	99.438	296	14.915700	159
25	Vaportrailed (Radio Edit) (Hard) by Reku Mochizuki	/scl/fi/l5kbaxmzps9y7dyv4eeie/Vaportrailed-Radio-Edit-Hard-by-Reku-Mochizuki.txt?rlkey=0m7xs2g7xzpaqbvmqavfmw1o9&dl=1	Flow	Vibe	1346	143.775	398	21.566250	153
25	All I Want (Hard) by nanobii	/scl/fi/0kkn6sjt71hxvu8p9pgrp/All-I-Want-Hard-by-nanobii.txt?rlkey=rmx3ivekv4kie67w48s9m610v&dl=1	Chill	Chill	1679	148.843	414	22.326450	437
25	Don't Need You (Hard) by Project Skylate	/scl/fi/p1wuw17wf9d62n53s9mdh/Don-t-Need-You-Hard-by-Project-Skylate.txt?rlkey=9lucmsq44i79zujvlm81ozvf0&dl=1	Vibe	Vibe	1919	201.949	466	30.292350	522
25	Marble Spray (Hard) by you	/scl/fi/8szltlurajlh6x50ha2nu/Marble-Spray-Hard-by-you.txt?rlkey=gfeoey01tmlb8x2lsrg13th8p&dl=1	Rush	Chill	2156	173.319	536	25.997850	547
25	midnight crisis (Hard) by AAAA	/scl/fi/e1t25ani9kfv0wnav727a/midnight-crisis-Hard-by-AAAA.txt?rlkey=nd0qlk0w8bhgaetub24yhjd0h&dl=1	Flow	Beat	2488	195.528	616	29.329200	640
25	Sokka (Hard) by you	/scl/fi/t9jzcpybiprtrarj58xf5/Sokka-Hard-by-you.txt?rlkey=lptzoogzfqz96dxv3p1rfo5i9&dl=1	Flow	Vibe	1920	156.232	436	23.434800	612
24	Rice Expedition - Looking for the Voice of Dawn (Hard) by Chroma feat. Uchu Imagawa	/scl/fi/gkwtsxm1m0pjy4sfd0c90/Rice-Expedition-Looking-for-the-Voice-of-Dawn-Hard-by-Chroma-feat.-Uchu-Imagawa.txt?rlkey=cvo2musnj7flapgnjjqqmctkp&dl=1	Vibe	Vibe	1905	186.365	524	27.954750	334
24	Challenger (Hard) by Creo	/scl/fi/qj663ofvj7jlxefvjd6vw/Challenger-Hard-by-Creo.txt?rlkey=qe5dw5klmho2nwm0a7uwwxvdd&dl=1	Chill	Beat	1730	157.479	414	23.621850	488
24	Chasin' (Hard) by KepoWorld	/scl/fi/xrfcflhhxwrmjemlvypwd/Chasin-Hard-by-KepoWorld.txt?rlkey=p6iui8bkf4rl6fidii4h7jvhu&dl=1	Vibe	Chill	1370	180.816	366	27.122400	272
24	I Caught a Hacker (Hard) by BSlick feat. Thinknoodles	/scl/fi/4ynboj3nycc8mh6wpein7/I-Caught-a-Hacker-Hard-by-BSlick-feat.-Thinknoodles.txt?rlkey=sghtulw0pswtdcq1hsc97isn9&dl=1	Flow	Rush	1909	157.381	473	23.607150	491
24	introduction - INSANE INFLAME (Hard) by Camellia	/scl/fi/94cympxsh3aqz306zz11g/introduction-INSANE-INFLAME-Hard-by-Camellia.txt?rlkey=wr4i89wmoy5nvneus59k47m16&dl=1	Vibe	Chill	987	113.976	304	17.096400	75
24	Wanna See A Light (Hard) by Rutra	/scl/fi/765tez054mdz0nf39871j/Wanna-See-A-Light-Hard-by-Rutra.txt?rlkey=a0rbrjohvnhjhyvc63lwot8q7&dl=1	Beat	Rush	1825	174.033	494	26.104950	343
24	Happy Touch! (Hard) by Yui Shimada [Nash Music Library]	/scl/fi/1oef4b192ec32muphpp8d/Happy-Touch-Hard-by-Yui-Shimada-Nash-Music-Library.txt?rlkey=sj2agl6s5u8v997rdznya21dm&dl=1	Chill	Rush	1671	138.143	423	20.721450	401
24	Insight (Hard) by Haywyre	/scl/fi/bt8x2yeuhsvcmdr9tlitz/Insight-Hard-by-Haywyre.txt?rlkey=a48lpknm4602j483jinqvgpwz&dl=1	Vibe	Chill	1378	147.472	431	22.120800	86
24	Galactic Voyage (Hard) by PIXL [Monstercat]	/scl/fi/tos6hanlftj9geh359bnf/Galactic-Voyage-Hard-by-PIXL-Monstercat.txt?rlkey=5ej2dppzvx2xjsuns1lfhk68j&dl=1	Beat	Rush	1903	197.920	461	29.688000	521
24	RDC Anthem (Hard) by BSlick	/scl/fi/sr4he5576av4j8v8hx1uf/RDC-Anthem-Hard-by-BSlick.txt?rlkey=rlsskgl4w47ucszye9e1ipwlg&dl=1	Rush	Rush	1600	159.334	411	23.900100	368
24	The Friends We Made (RB Battles) (Hard) by RussoPlays	/scl/fi/zlyyv8y484c8nr0q33n2h/The-Friends-We-Made-RB-Battles-Hard-by-RussoPlays.txt?rlkey=12hbdkzh5nsgm9u6qbowswwps&dl=1	Beat	Chill	1292	126.881	369	19.032150	185
24	Worlds (Hard) by Creo	/scl/fi/o4ckw3cznlnx08sycza2p/Worlds-Hard-by-Creo.txt?rlkey=nu8t65puwkocbmzkbc7inxocj&dl=1	Beat	Beat	1752	172.924	444	25.938600	420
24	Summer Time Lover (Hard) by Yui Shimada [Nash Music Library]	/scl/fi/9yjrpn9myprb2bdaj4p6u/Summer-Time-Lover-Hard-by-Yui-Shimada-Nash-Music-Library.txt?rlkey=7xj8g5dkx3wxapl1et47ctqbm&dl=1	Vibe	Chill	1668	163.057	476	24.458550	239
24	AfterLife (Hard) by KepoWorld	/scl/fi/ugr0okdovjr34s3x8niy8/AfterLife-Hard-by-KepoWorld.txt?rlkey=c7znvtscdbty8rrg8hrwpe418&dl=1	Beat	Chill	2053	179.973	500	26.995950	554
24	Can't Stop Our Noise [EXTENDED CUT] (Hard) by coda	/scl/fi/5lurt7qnt1ly71y2q6314/Can-t-Stop-Our-Noise-EXTENDED-CUT-Hard-by-coda.txt?rlkey=fb1hgjsp5ajj24ph4y00tuykz&dl=1	Chill	Vibe	2299	230.360	602	34.554000	492
24	Dorito Dust (Hard) by coda	/scl/fi/zr8v9f0h8ibu4qkm4vtz2/Dorito-Dust-Hard-by-coda.txt?rlkey=m67ljlwahjx3yzf9m91x6cdhd&dl=1	Chill	Flow	1864	157.747	542	23.662050	239
24	Moneko (Hard) by Geoxor	/scl/fi/hrdihh1z9ts5hqoe4l1pu/Moneko-Hard-by-Geoxor.txt?rlkey=rrn6ejftga1tr7szvzx3673o7&dl=1	Vibe	Beat	1496	151.630	373	22.744500	376
24	tires on fire (Hard) by coda	/scl/fi/iz4zcjcrlddazq8lz4zeu/tires-on-fire-Hard-by-coda.txt?rlkey=n01qrv5gqd0siwhm4ys3866o7&dl=1	Beat	Rush	1442	123.329	430	18.499350	153
24	Aulture (Hard) by Silentroom	/scl/fi/sg6eky3w1rljulx7y79ji/Aulture-Hard-by-Silentroom.txt?rlkey=04f3l2qnwggyr1414856nz30u&dl=1	Vibe	Chill	1617	134.610	485	20.191500	163
